form	lemma	POS	morph
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
enim	enim2	CONcoo	MORPH=empty
hæc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
gradatio	gradatio	NOMcom	Case=Nom|Numb=Sing
:	:	PUNC	MORPH=empty
Fui	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
blasphemus	blasphemo	VER	Numb=Sing|Person=1
.	.	PUNC	MORPH=empty
i	eo1	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
maledicere	maledico2	VER	Mood=Inf|Tense=Pres|Voice=Act
solitus	soleo	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep
Deo	deus	NOMcom	Case=Dat|Numb=Sing
.	.	PUNC	MORPH=empty
Deinde	deinde	ADV	Deg=Pos
persequutor	persequutor	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Dep
.	.	PUNC	MORPH=empty
Denique	denique	ADV	Deg=Pos
rabiosus	rabiosus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
et	et2	CONcoo	MORPH=empty
contumelias	contumelia	NOMcom	Case=Acc|Numb=Plur
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
coniungens	coniungo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
Mirum	mirus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
Dei	deus	NOMcom	Case=Gen|Numb=Sing
opus	opus1	NOMcom	Case=Ind|Numb=Sing
in	in	PRE	MORPH=empty
Paulo	Paulus	NOMpro	Case=Abl|Numb=Sing
vocando	uoco	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
multis	multus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
persecutoribus	persecutor	NOMcom	Case=Abl|Numb=Plur
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Dei	deus	NOMcom	Case=Gen|Numb=Sing
non	non	ADVneg	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
hodie	hodie	ADV	Deg=Pos
desperandum	despero	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
.	.	PUNC	MORPH=empty
Opponit	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
autem	autem	CONcoo	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
mifericordiam	mifericordia	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
per	per	PRE	MORPH=empty
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
non	non	ADVneg	MORPH=empty
tantùm	tantum2	ADV	Deg=Pos
veniam	uenia	NOMcom	Case=Acc|Numb=Sing
superiorum	superus	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Deg=Comp
vitiorum	uitium	NOMcom	Case=Gen|Numb=Plur
consequurus	consequor	VER	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
etiam	etiam	ADV	Deg=Pos
pulcherrimam	pulcher	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup
illam	ille	PROdem	Case=Acc|Numb=Sing|Gend=Fem
ad	ad2	PRE	MORPH=empty
Apostolatum	apostolatus	NOMcom	Case=Acc|Numb=Sing
vocationẽ	uocatio	NOMcom	Case=Abl|Numb=Sing
adeptus	adipiscor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
,	,	PUNC	MORPH=empty
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
sceleribus	scelus	NOMcom	Case=Abl|Numb=Plur
ne	ne4	CONsub	MORPH=empty
futuris	futurus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
operibus	opus1	NOMcom	Case=Abl|Numb=Plur
vel	uel2	CONcoo	MORPH=empty
quæ	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Neut
Deus	deus	NOMcom	Case=Nom|Numb=Sing
post	post2	PRE	MORPH=empty
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing
vocationem	uocatio	NOMcom	Case=Acc|Numb=Sing
edenda	edo1	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
ab	ab	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
præuiderat	praeuideo	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
electionis	electio	NOMcom	Case=Gen|Numb=Sing
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com
causam	causa	NOMcom	Case=Acc|Numb=Sing
tribuamus	tribuo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Addit	addo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tamen	tamen	ADV	Deg=Pos
rationem	ratio	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
quia	quia	CONsub	MORPH=empty
feci	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ignorãs	ignoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
ἐν	_	_	_
ἀπιςτίᾳ	_	_	_
.	.	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
carens	careo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
fide	fides2	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
cognitione	cognitio	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Non	non	ADVneg	MORPH=empty
tantùm	tantum2	ADV	Deg=Pos
igitur	igitur	CONcoo	MORPH=empty
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
se	sui1	PROref	Case=Acc|Numb=Sing
ignarum	ignarus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act
prius	prius	ADJadv.ord	Deg=Comp
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
de	de	PRE	MORPH=empty
fide	fides2	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing
Euangelij	euangelium	NOMcom	Case=Gen|Numb=Sing
quicquam	quisquam	PROind	Case=Acc|Numb=Sing|Gend=Neut
antea	antea	ADV	Deg=Pos
audiisse	audio	VER	Mood=Inf|Tense=Perf|Voice=Act
vel	uel2	CONcoo	Deg=Pos
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act
edoctũ	edoctus	NOMcom	Case=Abl|Numb=Sing
negat	nego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Hîc	hic1	PROdem	Numb=Sing
igitur	igitur	CONcoo	MORPH=empty
ἀπιςτία	_	_	_
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
species	species	NOMcom	Case=Nom|Numb=Sing
ignorantiæ	ignorantia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
maximè	magis2	ADV	Deg=Sup
excusabilis	excusabilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
,	,	PUNC	MORPH=empty
quum	cum3	ADVrel	Case=Acc|Numb=Sing
quis	quis2	PROind	Case=Nom|Numb=Sing|Gend=MascFem
non	non	ADVneg	MORPH=empty
ignorat	ignoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ea	is	PROdem	Case=Acc|Numb=Plur|Gend=Neut
,	,	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
oblata	offero	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Com
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
nunquam	numquam	ADVneg	MORPH=empty
audiuit	audio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Ergo	ergo2	CONcoo	MORPH=empty
ἀπιςτία	_	_	_
non	non	ADVneg	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hoc	hic1	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
loco	locus	NOMcom	Case=Abl|Numb=Sing
infidelitas	infidelitas	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
incredulitas	incredulitas	NOMcom	Case=Nom|Numb=Sing
cum	cum2	PRE	MORPH=empty
quadam	quidam	PROind	Case=Abl|Numb=Sing|Gend=Fem
malitia	malitia	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
animi	animus	NOMcom	Case=Gen|Numb=Sing
obstinatione	obstinatio	NOMcom	Case=Abl|Numb=Sing
coniuncta	coniunctus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
simplex	simplex	ADJmul	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
præcedenti	praecedo1	VER	Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
prædicatione	praedicatio	NOMcom	Case=Abl|Numb=Sing
carens	careo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
Vnde	unde2	ADVint	MORPH=empty
quæsitum	quaero	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vtrum	utrum	ADVint	MORPH=empty
ignorantia	ignorantia	NOMcom	Case=Nom|Numb=Sing
excuset	excuso	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
peccatores	peccator	NOMcom	Case=Acc|Numb=Plur
à	ab	PRE	MORPH=empty
peccato	peccatum	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Quidam	quidam	PROind	Case=Nom|Numb=Plur|Gend=Masc
distingunt	distinguo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
inter	inter	PRE	MORPH=empty
ignorantiam	ignorantia	NOMcom	Case=Acc|Numb=Sing
Simplicem	simplex	ADJmul	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
Malitiosam	malitiosus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
.	.	PUNC	MORPH=empty
Alij	alius	PROind	Case=Nom|Numb=Plur|Gend=Masc
inter	inter	PRE	MORPH=empty
ea	is	PROdem	Case=Acc|Numb=Plur|Gend=Neut
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
ignorantur	ignoro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Aut	aut	CONcoo	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vt	ut1	ADVrel	MORPH=empty
illi	ille	PROdem	Case=Nom|Numb=Plur|Gend=Masc
aiunt	aio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
præcepta	praeceptum	NOMcom	Case=Acc|Numb=Plur
pertinentia	pertineo	VER	Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Pres|Voice=Act
ad	ad2	PRE	MORPH=empty
Primam	primus	ADJord	Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup
Legis	lex	NOMcom	Case=Gen|Numb=Sing
tabulam	tabula	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
ad	ad2	PRE	MORPH=empty
Secundam	secundus2	ADJord	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
.	.	PUNC	MORPH=empty
Illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
ignorare	ignoro	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
conceditur	concedo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
vt	ut1	ADVrel	MORPH=empty
volunt	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Hæc	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
autem	autem	CONcoo	MORPH=empty
licet	licet1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Secundæ	secundus2	ADJord	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
tabulæ	tabula	NOMcom	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
Res	res	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
Ignorantia	ignorantia	NOMcom	Case=Nom|Numb=Sing
excusat	excuso	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non	non	ADVneg	MORPH=empty
à	ab	PRE	MORPH=empty
toto	totum	NOMcom	Case=Abl|Numb=Sing
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
à	ab	PRE	MORPH=empty
tanto	tantus	PROdem	Case=Abl|Numb=Sing
Rom	Romani	NOMpro	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
2	2	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
vers	uersus1	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
12	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Nam	nam	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
cæcus	caecus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
cæcum	caecus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
duxerit	duco	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
ambo	ambo2	ADJcar	Case=Nom|Numb=Plur|Gend=Masc
in	in	PRE	MORPH=empty
foueam	fouea	NOMcom	Case=Acc|Numb=Sing
cadent	cado	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
ducit	duco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
et	et1	ADV	Deg=Pos
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
ducitur	duco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
vt	ut1	ADVrel	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Mat	matis	ADV	Numb=Sing|Deg=Pos|Person=3
th	tribunus	INJ	Numb=Sing
.	.	PUNC	MORPH=empty
i5	is	PROdem	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
Genes	genes	NOMcom	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
2o	20	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
vers	uersus1	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
5	5	ADJcar	MORPH=empty
et7	et2	CONcoo	MORPH=empty
.	.	PUNC	MORPH=empty
Hinc	hinc	ADV	Deg=Pos
autem	autem	CONcoo	MORPH=empty
quidam	quidam	PROind	Case=Nom|Numb=Plur|Gend=Masc
colligunt	colligo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
definitionem	definitio	NOMcom	Case=Acc|Numb=Sing
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing
in	in	PRE	MORPH=empty
Spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing
sanctum	sanctus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
satis	satis2	ADV	Deg=Pos
apté	apte	ADV	Deg=Pos
.	.	PUNC	MORPH=empty
I4	is	PROdem	Case=Nom|Numb=Sing
Superabundauit	superabundo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
autem	autem	CONcoo	MORPH=empty
gratia	gratia	NOMcom	Case=Abl|Numb=Sing
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
nostri	noster	PROpos	Case=Gen|Numb=Sing|Gend=MascNeut
cum	cum3	CONsub	MORPH=empty
fide	fides2	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
dilectione	dilectio	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
Christo	Christus	NOMpro	Case=Abl|Numb=Sing
Iesu	Iesus	NOMpro	Case=Abl|Numb=Sing
Αὔξησις	[Greek]	FOR	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
gratiæ	gratia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
vice	uicis	NOMcom	Case=Abl|Numb=Sing
confirmationis	confirmatio	NOMcom	Case=Gen|Numb=Sing
addita	addo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
cx	centum	NOMcom	Numb=Sing
verbis	uerbum	NOMcom	Case=Abl|Numb=Plur
ipsis	ipse	PROdem	Case=Abl|Numb=Plur|Gend=Com
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing
apparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
superioris	superus	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Comp
vitæ	uita	NOMcom	Case=Gen|Numb=Sing
labes	labes	NOMcom	Case=Nom|Numb=Sing
deleta	deleo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
esie	esies	PROdem	Numb=Sing
doceatur	doceo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Probat	probo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
autem	autem	CONcoo	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
ipsom	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Masc
etiam	etiam	ADV	Deg=Pos
ex	ex	PRE	MORPH=empty
effectis	efficio	NOMcom	Case=Abl|Numb=Plur|Gend=Com
contrarijs	contrarius	ADJqua	Case=Abl|Numb=Plur|Deg=Pos
superiori	superus	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Masc
vitæ	uita	NOMcom	Case=Dat|Numb=Sing
,	,	PUNC	MORPH=empty
nempe	nempe	ADV	Deg=Pos
ex	ex	PRE	MORPH=empty
fide	fides2	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
opponitur	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
blasphemiæ	blasphemia	NOMcom	Case=Dat|Numb=Sing
priori	prior	ADJord	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp
:	:	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ex	ex	PRE	MORPH=empty
Charitate	charitas	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
Christo	Christus	NOMpro	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
opponitur	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Persecutionibus	persecutio	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
Contumelijs	contumelia	NOMcom	Case=Abl|Numb=Plur
prioribus	prior	ADJord	Case=Abl|Numb=Plur|Gend=Com|Deg=Comp
in	in	PRE	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
Ecclesiam	ecclesia	NOMcom	Case=Acc|Numb=Sing
factis	facio	VER	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
15	3	ADJcar	MORPH=empty
Fidus	fidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hic	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Masc
sermo	sermo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
modis	modus	NOMcom	Case=Abl|Numb=Plur
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
dignus	dignus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
quem	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Masc
amplectamur	amplector	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1
,	,	PUNC	MORPH=empty
Christum	Christus	NOMpro	Case=Acc|Numb=Sing
Iesum	Iesus	NOMpro	Case=Acc|Numb=Sing
venisse	uenio	VER	Mood=Inf|Tense=Perf|Voice=Act
in	in	PRE	MORPH=empty
mundum	mundus1	NOMcom	Case=Acc|Numb=Sing
vt	ut4	CONsub	MORPH=empty
peccatores	peccator	NOMcom	Case=Acc|Numb=Plur
seruaret	seruo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quorum	qui1	PROrel	Case=Gen|Numb=Plur|Gend=MascNeut
primus	primus	ADJord	Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ego	ego	PROper	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
16	16	ADJcar	MORPH=empty
Verum	uerum4	CONcoo	MORPH=empty
ideo	ideo	ADV	Deg=Pos
misertus	misereor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mei	ego	PROpos	Case=Gen|Numb=Sing|Gend=Masc
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
primo	primo	ADJadv.ord	Deg=Sup
ostenderet	ostendo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Iesus	Iesus	NOMpro	Case=Nom|Numb=Sing
Christus	Christus	NOMpro	Case=Nom|Numb=Sing
omnem	omnis	PROind	Case=Acc|Numb=Sing|Gend=MascFem
clementiam	clementia	NOMcom	Case=Acc|Numb=Sing
:	:	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
essem	sum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1
exemplo	exemplum	NOMcom	Case=Abl|Numb=Sing
credituris	credo	VER	Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act
ipsi	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
in	in	PRE	MORPH=empty
vitam	uita	NOMcom	Case=Acc|Numb=Sing
æternam	aeternus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
.	.	PUNC	MORPH=empty
Αʹνάκλασις	_	_	_
eáque	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem
{eáque}	que	CON	MORPH=empty
summo	superus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
illustrandæ	illustro2	VER	Case=Gen|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
Dei	deus	NOMcom	Case=Gen|Numb=Sing
gloriæ	gloria	NOMcom	Case=Gen|Numb=Sing
studio	studium	NOMcom	Case=Abl|Numb=Sing
inducta	induco	VER	Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
contra	contra2	PRE	MORPH=empty
ministerium	ministerium	NOMcom	Case=Nom|Numb=Sing
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing
maximè	magis2	ADV	Deg=Sup
videbatur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3
antea	antea	ADV	Deg=Pos
obiici	obicio	VER	Numb=Plur
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
totum	totus	PROind	Case=Nom|Numb=Sing|Gend=Neut
ad	ad2	PRE	MORPH=empty
